User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
11790318,male,23,189,87,23,110,40
11756583,male,43,183,88,26,107,40.7
16417986,male,74,201,107,14,96,40.1
13065142,female,45,158,53,23,106,40.7
10481882,female,31,165,60,25,115,40.8
19521409,male,21,195,93,6,93,39.2
15862346,male,50,190,96,3,80,38.3
12234447,male,39,175,74,9,93,39.5
14624633,male,57,169,81,30,112,40.9
17074274,female,26,159,53,19,92,40.5
17636190,male,34,181,83,25,102,40.9
14345479,female,55,160,62,4,87,39.1
11772472,female,52,171,67,15,89,40.6
19087162,male,21,188,90,29,110,40.8
15875055,female,20,136,45,11,94,40.1
10939512,female,79,152,60,29,107,40.8
13616455,male,21,189,91,27,114,41
19118405,male,50,171,74,2,82,38.1
10503799,female,29,180,76,12,97,39.9
16572590,male,22,194,92,6,92,39
17336010,female,28,158,60,27,113,40.8
15483091,male,38,188,93,28,104,40.9
10006441,male,23,169,73,25,102,40.7
13075455,female,68,159,68,24,108,40.5
17564519,male,79,176,86,20,102,40.1
18789619,female,35,182,70,2,83,38.4
15444304,male,67,201,96,18,105,40.5
13122354,female,21,156,52,12,82,39.8
10692173,female,44,143,49,17,92,40.2
12890276,female,43,175,72,23,100,40.7
14339451,male,21,186,79,29,111,41
16626118,female,32,170,70,10,98,39.7
17268858,male,79,179,91,27,107,40.4
13816658,male,51,192,96,19,97,40.6
14191617,female,60,174,67,11,99,39.7
13672975,male,49,184,86,26,103,40.8
16361679,male,46,179,84,6,82,39.2
17739883,female,35,149,54,21,111,40.5
19341462,male,31,172,76,9,94,39.7
14117537,male,42,185,78,26,110,41.4
12667831,female,66,174,69,13,87,39.8
10661999,male,52,189,90,22,96,40.5
10366046,male,59,166,73,23,101,40.4
11523134,male,23,169,71,16,102,40.1
12275702,female,49,164,63,5,91,38.9
11190411,female,25,157,57,23,107,40.8
19686449,male,20,188,84,27,104,41
15565644,female,28,163,66,15,94,40.1
10154011,male,60,182,90,11,90,40.2
12676049,female,29,178,77,15,95,40.4
10228092,male,40,184,87,5,88,39.5
18997284,male,26,191,93,17,96,40.3
10836250,female,26,176,76,19,97,40.4
15883541,male,25,158,58,6,90,39.2
16990389,female,60,190,87,3,84,38.9
17046329,male,25,181,81,23,101,40.8
14136420,female,39,165,65,19,106,40.6
13138092,female,30,153,53,26,108,40.6
16655537,male,23,198,100,12,90,40.4
16245184,female,37,148,51,29,108,40.6
19157340,female,22,147,47,17,101,40.3
19810083,female,26,170,68,23,105,40.7
19821989,female,56,167,60,12,86,40.2
17219988,male,43,171,79,30,115,40.8
19572798,female,38,169,65,14,94,40.1
18360844,male,24,179,80,14,90,40.7
13918575,female,25,164,63,21,101,40.7
15319150,female,31,163,62,4,88,39.1
16112624,female,54,151,57,25,115,40.4
11099585,female,34,190,91,12,89,40.2
17300463,female,28,176,72,27,112,40.7
17118372,male,24,191,95,6,88,39.3
14435543,female,27,167,69,15,90,40.4
10908558,female,35,154,57,19,94,40.6
14181557,male,49,183,89,25,111,40.8
17152651,male,36,185,91,2,91,38.1
10192977,female,58,192,83,18,101,40.8
19584135,female,40,157,61,12,92,40
19445771,male,31,179,77,24,97,40.8
11294536,male,50,182,86,17,101,40.3
12845462,male,36,202,109,6,87,39.1
10578158,female,34,163,61,13,96,40.1
19789364,female,78,153,54,13,84,40.3
12301038,male,41,178,76,28,104,40.8
18976127,male,41,172,71,7,87,39.5
11460469,male,24,178,77,19,98,40.1
15238405,female,67,173,69,20,105,40.5
18559105,female,47,179,75,25,110,40.7
12761860,female,42,154,52,17,101,40.6
12777201,female,25,180,75,23,97,40.6
11084582,male,25,179,78,17,101,40.3
11393152,female,58,165,68,6,88,39.4
12327773,male,68,191,98,22,99,41
12038545,male,24,181,91,14,97,40.4
17593004,male,38,192,92,21,104,40.6
11708341,female,26,164,59,23,108,40.5
10753818,male,64,178,83,24,103,41
10608177,female,49,174,75,7,93,39.2
11267944,female,73,158,57,29,103,40.9
19795364,male,27,180,86,24,107,40.7
14290814,male,66,171,72,18,105,40.5
19222644,male,39,199,104,26,101,40.7
12847212,female,30,168,62,6,76,39.4
11986136,male,76,187,96,12,96,40.1
11830053,male,60,193,90,15,95,40
14737350,male,54,188,90,23,108,40.9
15294669,female,49,166,66,11,89,39.6
17146724,female,24,173,66,7,82,39.3
17490159,female,28,161,57,6,83,39.5
15501381,male,72,197,102,25,106,40.9
16736138,male,32,171,78,29,112,40.9
18493316,female,36,159,59,17,93,40.3
17497515,male,65,204,103,14,93,40.1
14364172,female,36,163,67,27,97,40.7
14217831,female,32,159,63,23,103,40.3
10483147,male,42,180,84,2,80,38.6
18046507,male,34,191,94,29,109,40.9
12414011,male,34,181,78,3,86,38.2
10710546,male,26,191,86,8,83,39.3
16175343,male,31,203,105,29,113,40.8
12020646,female,64,157,63,17,105,40.1
13611443,male,34,185,93,20,99,40.3
16383525,male,63,204,112,29,110,40.4
17841776,male,44,194,87,27,108,40.8
10735479,male,36,190,96,17,90,40.3
13117699,male,41,173,71,28,104,41.2
16042685,male,73,168,77,18,97,40.3
10315558,male,31,186,85,28,106,40.8
12304455,male,22,179,73,10,84,39.9
15503276,female,34,161,56,18,102,40.6
10565624,female,21,168,65,25,109,40.3
12458510,female,22,145,50,3,89,38.7
13885247,male,33,190,97,24,100,40.8
11572170,female,51,157,60,21,103,40.4
19911268,male,45,195,99,2,83,37.9
12859596,female,33,175,67,25,101,41.1
15376017,male,47,198,97,7,91,39.3
19921858,female,70,175,74,9,79,40
19187230,female,77,160,63,8,92,39.5
10874559,female,35,172,71,11,85,39.9
11746700,female,44,161,60,2,89,38.4
10952850,female,71,164,60,18,97,40.5
16785115,female,54,174,75,9,87,39.6
14951529,female,63,166,68,26,108,40.8
13846186,female,50,149,55,13,101,40.4
10590765,male,63,200,105,15,102,40.3
15032837,female,30,163,58,22,109,40.5
15511677,female,33,163,57,4,84,38.7
18148848,male,38,189,91,24,100,40.5
13172849,male,20,183,81,17,97,40.5
18401432,female,67,159,62,13,94,40.2
14857446,male,24,188,90,14,103,40.1
12734403,male,30,197,103,27,109,40.5
11693744,female,35,145,49,18,103,40.2
10622381,female,63,176,79,29,111,40.5
18548803,female,50,157,60,6,91,39.4
18119523,male,33,200,101,17,98,40.5
13991141,female,36,163,58,4,84,39
10677750,male,75,187,97,7,84,39.1
17724752,male,56,184,93,13,97,39.9
17047475,female,50,182,75,22,111,40.6
18908393,male,24,183,80,27,116,40.6
19475479,female,32,172,72,8,80,39.5
10854360,male,49,193,100,22,99,40.5
17425584,female,77,170,65,3,89,39
15539064,male,67,171,75,19,97,40.5
14130669,male,23,182,81,30,112,41
15015988,male,37,192,95,21,98,40.7
13741485,female,35,163,59,20,107,40.6
13015812,male,34,185,83,23,97,40.8
13939844,female,49,168,67,21,98,40.4
13135068,female,69,156,61,8,83,39.4
13286573,male,49,194,101,16,103,40.4
19246830,female,41,150,51,22,95,40.2
18976105,male,42,195,95,17,105,40.2
14714345,male,52,188,93,21,107,40.6
18319225,female,26,158,60,12,91,40
14775199,female,79,178,80,25,104,40.5
10074404,male,72,172,82,19,107,40.5
16366307,male,34,195,92,10,91,39.9
13945114,female,60,152,50,7,89,39.8
16749464,female,45,158,57,7,91,39.3
18521428,male,33,188,92,19,98,40.4
10207737,male,56,192,97,20,109,40.5
10722362,female,21,153,54,8,94,39.8
15316949,female,50,161,61,18,99,40.5
14920065,male,60,184,86,27,105,41
10809847,male,39,162,72,28,108,40.7
12363678,male,48,175,75,19,110,40.7
17804243,female,38,163,65,19,97,40.5
15862195,male,54,190,95,22,110,40.3
12555008,male,23,195,89,27,104,41
13788834,female,72,164,68,15,94,40.2
19113986,male,47,179,79,6,74,39.3
19510192,female,58,170,72,8,103,39.9
15831321,male,41,179,85,25,101,40.8
14142930,male,62,193,100,8,90,39.4
16036236,female,30,168,67,29,107,40.9
19962170,female,32,156,56,23,113,40.5
11390035,male,20,178,80,9,84,39.4
16163940,female,53,168,65,21,102,40.5
17847428,male,51,189,95,30,112,41
18908334,male,78,177,86,23,100,40.8
17029728,female,31,169,69,1,74,37.6
10082523,male,74,205,112,6,83,39
15505673,female,50,177,70,22,106,40.9
12679497,female,40,160,70,8,88,40
17438788,male,41,172,75,8,88,39.7
19382988,female,26,161,54,13,94,40.3
13632419,male,25,185,89,27,104,40.8
12432246,male,31,184,89,15,105,39.9
19984594,male,20,186,90,4,83,38.8
14768524,female,55,176,72,5,84,39.3
18107311,female,52,160,59,25,103,40.7
11102823,male,60,208,105,26,110,40.6
11337714,male,36,191,93,16,97,40
15422663,female,53,168,69,11,89,40
10201123,male,36,193,95,10,97,40
10310404,female,23,169,68,25,114,40.9
17001911,female,36,164,57,2,79,37.9
13586767,female,37,166,61,25,103,40.7
11312954,male,48,181,80,27,105,40.6
19873304,female,39,167,71,27,118,41.1
10331021,male,21,205,103,7,88,39.6
10566369,male,20,187,86,23,100,40.3
19286727,male,57,169,72,8,84,39.7
19845852,female,77,160,66,15,94,40.5
18971121,male,34,184,85,19,109,40.4
16784301,male,52,189,92,23,97,40.7
15158798,male,70,194,91,28,103,40.8
12730658,female,64,157,54,12,95,40.1
16649627,male,73,198,101,18,97,40.7
16205668,male,47,195,99,11,88,39.8
15013894,female,39,164,65,5,84,39.2
12286808,female,25,163,60,7,89,39.4
10485469,male,22,165,67,27,119,40.4
13340241,male,67,173,78,4,95,38.7
14093741,female,64,164,67,13,94,40.2
11983925,male,37,200,100,12,91,40.1
11222672,male,21,184,78,19,100,40.5
17862213,male,40,190,97,7,83,39.5
18184462,female,36,174,68,19,108,40.1
14919629,female,53,178,77,11,95,39.9
17551112,male,41,192,99,22,98,40.5
17567644,male,56,184,88,5,89,39.5
17752929,female,29,166,65,11,84,40
18452221,male,28,192,92,7,92,39.5
15176055,male,22,191,88,10,90,39.7
10836299,male,76,195,93,23,96,40.5
14734299,male,73,175,76,4,86,38.9
10567350,male,39,191,86,23,97,40.6
13304804,female,69,162,59,11,95,39.6
10638410,female,46,180,75,12,93,40.1
13464795,female,30,163,58,30,115,40.6
13693397,female,35,168,67,17,101,40.1
14347203,female,60,176,71,24,107,41
13541948,female,35,150,50,25,104,41
12431875,male,26,182,84,5,81,39.1
18290984,male,21,183,83,23,104,40.5
15699085,female,27,158,57,22,101,40.4
17286230,female,47,172,69,21,97,40.6
12037170,female,27,183,79,3,80,38.9
15295331,male,49,181,79,29,108,40.7
13302612,male,27,178,83,19,102,41
14255616,male,46,194,91,14,91,40
12824130,male,58,197,98,14,102,40.1
12481603,male,27,172,77,13,101,39.9
17977871,male,29,176,76,13,91,39.8
10164017,male,39,197,96,3,78,38.6
13155595,female,56,160,63,4,84,38.7
11627255,male,32,183,83,21,97,40.4
12530320,female,43,169,67,5,80,39
14132143,male,21,202,98,21,108,40.5
14940695,female,76,175,72,10,97,39.8
17806572,female,22,162,59,15,104,40
14971780,male,35,200,99,24,104,40.6
16691239,male,45,191,95,28,105,41
15563989,male,32,176,83,10,99,39.7
10679574,male,39,178,80,25,105,40.7
10176870,female,44,174,75,27,105,40.8
19455108,female,26,174,67,6,84,39.4
18145627,female,42,179,72,17,98,40.1
13361025,female,24,178,78,2,93,38.2
19596964,male,56,186,93,14,91,40
18120047,male,71,185,96,5,85,39.1
19554783,female,37,187,84,11,99,39.9
17873138,female,47,162,63,10,81,39.9
12940540,male,48,167,67,29,112,40.9
12338218,male,52,183,86,11,87,40
11860761,male,40,192,98,24,99,40.4
16221860,female,66,180,75,4,88,38.9
14662956,female,37,157,59,16,94,40.2
15359537,male,28,193,93,17,94,40.4
19371363,female,59,148,51,10,93,39.7
16364264,male,24,182,78,28,105,40.8
15285889,female,67,162,62,26,93,40.7
11844111,male,33,192,98,10,97,39.8
10907293,male,34,192,99,15,97,40.1
12870966,male,40,181,84,17,99,40.4
17244789,male,22,193,85,28,116,41
11185950,male,66,164,75,27,114,40.7
15381308,male,42,182,82,19,103,40.2
16193075,male,42,209,111,7,83,39.5
19166163,male,64,203,97,23,106,40.7
14314848,female,32,162,64,28,105,40.5
11718003,male,24,189,91,1,78,37.7
17985735,male,26,182,83,27,107,41
12701312,female,32,159,55,13,92,40.2
10377282,male,51,190,94,21,105,40.4
18979629,female,40,165,59,27,110,41.1
15987356,female,34,179,74,25,101,40.9
15694837,male,48,185,88,15,103,40
10160535,female,21,147,45,23,100,40.6
19295195,female,31,175,68,12,91,40.3
19318394,male,76,193,103,18,95,40.3
19941237,male,20,177,79,5,84,38.9
19326172,male,22,167,73,18,94,40.7
13422365,male,44,180,84,11,91,39.5
16412866,female,49,173,67,10,85,39.5
12961279,male,49,179,79,7,95,39.5
15322514,female,46,154,55,3,84,38.6
18742025,male,75,186,84,29,107,41.1
19370901,female,20,167,58,5,76,39.3
16152838,female,33,154,59,28,105,40.6
11589040,male,68,166,75,28,112,40.8
18394669,female,58,173,73,20,104,40.6
19783354,male,23,179,81,26,112,40.6
15351545,male,79,198,96,9,87,39.7
12132600,male,43,201,104,28,103,40.7
12811109,female,37,178,74,24,104,40.8
13079051,male,75,199,103,28,123,40.5
13156882,female,61,173,73,26,102,40.8
15720905,female,26,169,62,9,80,40.2
11372824,female,23,173,72,28,110,40.9
10352361,male,64,178,82,25,111,40.8
13705651,female,20,170,68,8,85,39.4
16859377,female,22,171,69,21,95,40.1
15352402,female,27,169,69,27,116,41.1
11626397,male,36,190,95,7,83,39.5
13744758,male,59,191,92,30,110,41
15704485,male,36,206,103,5,84,39
11639090,female,71,160,65,8,86,39.7
17172875,female,21,167,67,21,103,40.4
12219500,male,56,188,90,10,91,39.7
17495765,female,68,166,64,2,75,37.9
18147320,male,75,172,74,10,98,39.7
19057565,male,48,176,84,17,89,40.4
16697741,male,62,185,91,24,97,40.6
14165839,female,53,156,60,26,104,40.7
11217409,male,47,187,89,17,97,39.9
11023789,male,39,188,91,13,101,39.8
16838492,female,54,168,63,17,92,40.3
15162283,male,38,201,104,21,101,40.6
16886509,female,39,149,51,26,100,40.4
15281529,male,51,182,81,28,106,40.9
13550814,male,30,193,92,13,104,40.3
15912232,female,33,156,61,5,90,39.1
17844052,male,47,182,82,27,100,40.7
12876943,female,64,155,55,25,114,40.8
10280911,female,37,159,58,8,90,39.2
19287036,male,41,188,91,20,106,40.5
14893331,male,61,179,77,11,90,40
12514678,male,38,169,71,10,84,39.8
16685296,male,21,185,88,12,97,39.9
12746799,female,26,173,73,1,69,37.9
10986379,male,48,183,81,21,94,40.6
12209289,male,71,183,80,6,84,39
10374360,male,73,199,97,22,107,40.9
19857904,female,65,158,61,26,111,41
14899078,female,57,149,56,13,91,39.9
18109896,male,49,185,93,22,99,40.5
10658315,male,55,178,79,4,97,38.7
16614243,male,20,182,74,12,80,39.9
11307336,female,45,163,58,5,84,38.9
16566416,female,53,175,75,13,90,40.2
12128736,female,46,166,58,10,93,39.6
14876896,male,25,198,96,5,85,39.1
14351379,male,22,163,65,9,92,40
17184236,female,60,164,66,27,110,40.8
18004108,female,50,168,62,11,89,40.1
14000981,female,61,157,56,17,95,40.5
15744897,female,69,165,62,29,112,40.9
14503730,male,30,195,92,30,101,41
12911778,female,33,164,61,20,105,40.6
12810704,male,21,206,105,15,96,40.1
15842647,female,39,152,53,20,99,40.9
17928110,male,26,180,81,7,92,39.5
16245947,male,44,175,80,5,91,39.2
12746398,female,58,144,42,12,96,40.1
15409745,male,24,177,83,4,83,39.3
11889909,male,35,187,91,15,95,40.3
11023601,male,21,189,94,25,111,40.6
13200163,male,26,181,82,29,105,41
14234232,female,30,162,57,15,88,40.3
10466078,male,27,182,81,18,105,40.5
16901821,female,32,147,51,4,83,39.1
15818779,female,30,185,84,9,85,39.6
13074999,female,79,160,57,14,85,40
14418208,female,39,164,58,25,106,40.6
17837201,male,25,188,89,6,92,39.6
18884271,female,23,169,70,13,90,40.1
13959790,female,47,172,70,2,89,37.8
11082105,male,34,182,80,29,120,40.7
19999394,female,36,152,54,10,86,39.7
18509951,male,63,203,115,14,106,40
13943690,female,37,164,59,26,106,40.6
12488317,female,50,156,55,23,98,40.8
19386173,male,62,191,96,2,85,38.2
13439081,female,37,173,67,15,94,40
10710630,female,35,169,69,23,96,40.7
19057536,male,27,174,79,8,102,39.7
15596079,male,55,179,79,24,110,40.6
17437832,male,36,173,75,16,94,40.4
10925383,female,22,140,45,7,86,39.1
15350635,male,20,170,71,9,83,39.8
19447279,male,43,185,83,28,108,40.9
10199291,female,73,181,76,19,106,40.4
11037310,male,22,184,82,14,87,39.9
17386243,male,67,155,64,6,88,38.9
17568474,male,25,195,100,16,93,40.3
14116675,female,41,165,63,17,97,40.5
12553644,male,49,181,81,16,97,40.2
13816392,female,58,148,53,2,89,37.7
16427125,male,27,180,80,28,111,41.2
14856859,female,33,172,76,5,79,38.7
15173138,female,59,156,58,19,91,40.3
16489177,male,21,183,77,13,92,40.2
14701673,female,65,155,59,10,95,40
11952276,male,22,191,88,21,103,40.4
18146668,male,55,192,91,10,81,39.8
11529339,male,22,182,82,9,86,39.8
13721168,female,35,132,38,30,112,40.5
17327058,male,58,203,101,15,101,40.1
10712255,male,45,194,103,14,85,39.9
11647949,male,62,195,99,18,97,40.3
11326795,female,74,162,60,16,97,40.1
10121663,female,48,146,46,7,88,39.5
12242593,male,23,173,73,23,100,40.7
17167096,male,31,184,90,25,106,41
12398043,male,53,199,98,14,92,40.4
15869217,male,73,189,89,18,99,40.6
15608003,female,27,170,66,21,113,40.5
15148449,male,40,177,83,22,99,40.5
10083227,female,66,162,66,24,99,40.7
11341405,female,46,170,73,20,105,40.7
17415559,female,75,165,62,26,108,41.1
12355386,male,33,162,67,13,94,40.3
10029283,female,49,164,59,27,104,40.8
10483979,female,37,166,67,15,97,40.2
17175333,female,43,167,70,26,113,40.5
16115051,female,66,187,82,11,92,40
16616022,female,51,161,59,25,101,40.6
19263430,female,33,162,56,6,80,39.9
17570700,male,48,170,72,6,90,39
14210556,male,43,192,95,18,93,40.5
11031105,male,48,174,75,16,99,40.7
18517438,male,34,186,87,17,95,40.3
13263452,female,61,168,66,29,107,41.1
17636680,female,48,177,75,10,101,39.9
15998462,female,30,162,57,18,98,40.5
10923384,female,79,163,61,7,93,39.7
10719211,female,67,172,73,4,85,38.6
14807514,male,60,184,84,4,85,39.3
15046678,female,57,171,76,15,97,40.3
18818959,male,34,194,96,19,101,40.5
15142192,female,42,157,56,25,106,40.8
11682404,male,38,181,82,25,107,40.8
19330869,male,43,179,83,5,81,39.5
15546601,male,76,189,99,12,96,40.2
10425714,male,37,179,79,23,101,40.6
18936440,male,23,195,98,14,94,40.2
17396723,male,21,205,108,2,84,37.9
17061308,female,20,151,54,18,92,40.2
12777154,female,23,168,62,25,105,40.5
19349772,female,20,170,65,3,76,38.2
18368929,female,25,173,71,14,86,40.3
10927426,female,24,155,50,16,98,40.2
11120168,female,29,157,57,22,99,40.9
14150444,male,43,199,106,28,107,40.7
18829534,female,26,175,66,4,80,39.1
15386312,female,76,176,77,28,107,40.6
10326650,male,43,184,89,4,91,38.7
16735987,male,73,190,94,7,92,39.3
16154968,male,42,198,104,26,103,41.3
18233908,female,23,171,65,27,105,40.4
17734647,male,22,186,76,6,82,39.5
11814565,male,28,176,77,25,96,40.9
16650415,female,20,170,64,23,96,40.5
16392133,female,36,169,65,14,92,39.7
19531492,male,26,201,104,10,88,39.7
14513854,male,59,167,72,4,89,38.7
14212755,female,22,152,50,10,94,39.5
15572882,female,50,170,70,26,100,40.6
12989515,male,22,171,77,2,81,38.6
16566986,female,52,171,70,28,115,40.6
17475896,female,31,169,66,23,94,40.9
14839482,male,68,186,98,28,105,41.1
11732358,female,48,169,65,11,94,39.3
11729396,male,31,186,94,7,92,39.7
12059109,female,23,159,60,15,91,40.2
11127484,male,24,178,78,22,102,40.7
16208945,male,58,172,75,27,107,40.7
16089746,female,32,176,69,15,102,40.3
11949730,female,21,144,47,2,77,38.1
12945677,male,63,200,98,28,105,40.9
14739798,male,77,176,82,21,102,39.9
14908200,male,49,188,85,25,110,40.5
13628657,male,26,189,91,30,108,40.7
11282751,female,53,166,64,9,87,39.5
16380066,female,31,179,77,9,92,40.1
15480584,female,32,165,66,3,75,38.5
17131884,female,35,178,71,8,85,39.8
11282393,female,66,151,57,21,100,40.7
11400717,female,40,157,60,7,89,39.9
14759700,male,62,181,87,22,97,40.6
10742434,female,24,159,58,3,88,38.5
13889235,male,37,185,87,11,96,39.5
11210225,male,49,186,86,9,95,39.4
15183212,male,32,198,99,24,107,40.4
15089940,female,46,164,62,13,94,39.9
19007638,male,59,178,75,25,105,41.2
16665718,female,42,168,68,17,91,40.4
18904172,male,44,184,85,9,85,39.6
12895547,female,74,175,77,22,103,40.4
14727757,male,68,190,99,14,92,40.3
15688519,male,58,184,84,16,97,40.3
14525296,male,32,184,80,28,117,40.7
13531444,male,34,192,93,21,91,40.6
15851748,female,23,160,58,21,106,40.3
17757572,female,52,174,69,7,88,39.2
19102149,female,28,160,63,5,85,39.1
15160402,female,47,172,66,20,103,40.7
11505365,male,24,168,68,12,92,39.8
15488420,female,73,162,60,9,91,39.8
13804351,male,76,192,103,25,100,40.4
17178684,male,65,163,69,10,91,39.9
17169981,male,29,173,71,4,81,39.1
13293552,male,20,178,81,26,104,40.8
12004059,male,33,187,90,6,86,39.1
16515805,female,33,170,61,3,83,38.7
14743686,male,34,174,72,26,103,40.7
19241040,female,43,160,60,13,89,40.1
10111843,female,47,173,74,10,97,39.8
16422754,female,65,187,82,8,90,39.2
10894310,female,22,161,62,29,99,40.8
13602949,male,28,184,85,8,94,39.4
10382399,female,30,157,60,3,87,38.7
18594088,male,20,184,84,1,76,37.8
17461948,male,32,196,96,28,110,40.9
10837809,female,56,171,66,20,103,40
14604646,male,67,188,90,15,106,40.3
17332364,male,62,207,105,9,88,39.7
14091044,female,33,182,73,17,97,40.4
14589218,male,46,201,96,25,108,40.3
16684195,male,79,191,91,8,90,39.6
13041261,female,57,152,57,11,85,40
13903450,female,49,167,66,11,87,39.9
15254554,male,41,186,87,14,100,40.3
16463021,male,38,170,77,19,112,40.3
13101491,male,28,189,84,24,98,40.6
17390229,male,31,189,84,19,98,40.6
17252426,male,48,193,93,8,87,39.5
18795135,male,41,179,80,26,106,40.6
14978264,male,71,201,103,6,92,39.1
16716392,female,30,161,64,26,99,40.7
11847392,female,30,167,67,18,94,40.5
16402578,female,29,163,59,26,111,40.9
18747756,male,34,184,88,5,82,39.1
15592605,male,42,167,76,29,108,40.6
14298031,female,51,169,68,17,105,40.4
19230637,male,35,187,92,19,100,40.5
12748523,female,28,172,68,3,85,38.6
15091309,female,33,187,80,6,90,39
13676898,female,22,160,56,23,98,40.5
14175143,male,64,172,73,22,102,40.5
19959990,female,57,157,57,18,91,40.1
18764725,female,42,157,56,18,95,40.5
18190914,male,24,188,91,23,101,40.8
16994274,male,49,169,80,3,82,38.4
19017641,male,32,184,81,19,99,40.2
13269063,male,78,176,80,13,98,40.1
12825803,female,53,166,63,24,107,40.7
12404748,male,68,195,98,21,105,40.4
19889686,male,47,200,108,15,98,40.2
17373549,female,51,154,56,15,96,40.6
12652678,female,64,158,59,22,92,40.6
15607712,male,51,198,94,17,87,40.1
16652585,female,23,153,55,26,98,40.8
17475382,female,42,148,48,15,94,40.5
14469039,male,23,180,75,8,88,39.4
17475598,male,70,191,98,4,83,39.1
19044146,male,53,189,94,11,88,40
15464679,male,28,184,84,16,98,40.1
17550893,female,48,182,80,10,92,40
13148729,female,43,158,61,22,99,40.6
15057307,female,21,178,71,7,89,39.8
10491902,male,26,194,92,22,104,40.6
11291448,female,53,170,67,19,95,40
13714424,female,32,171,68,26,103,40.9
16058577,male,24,212,105,9,90,39.8
11194446,male,30,194,94,13,93,40.2
11292568,female,31,174,69,27,104,41.1
14980446,male,21,182,87,22,107,40.6
13124043,male,35,186,86,10,93,39.8
